food,expenses,label
525,1844,상위
525,1663,중위
616,1432,중위
699,1352,하위
650,1838,중위
792,2301,중위
747,1052,극빈층
686,2157,중위
583,2048,상위
786,1195,하위
772,1582,중위
604,2701,최상위
560,2213,상위
559,1604,중위
578,2680,최상위
792,2910,상위
584,1616,중위
720,1778,중위
541,1341,중위
527,1282,중위
781,1550,하위
676,1157,하위
693,1666,중위
688,1522,중위
677,1677,중위
542,1795,중위
522,2678,최상위
693,1415,중위
525,1698,중위
658,2366,상위
659,1776,중위
645,2104,중위
552,1366,중위
649,1864,중위
752,1877,중위
559,1697,중위
622,1200,하위
768,2904,상위
503,1807,상위
654,2896,최상위
582,2838,최상위
712,1591,중위
501,1864,상위
564,2162,상위
651,1479,중위
792,2003,중위
610,1816,중위
600,1505,중위
547,2708,최상위
753,2848,상위
683,1894,중위
750,1168,하위
554,1414,중위
754,2860,상위
770,1742,중위
711,2756,상위
615,2029,중위
534,1224,중위
757,1024,극빈층
660,1190,하위
593,2548,최상위
557,2166,상위
569,1148,중위
660,1971,중위
754,1567,중위
539,2401,최상위
626,1790,중위
602,2713,최상위
701,1652,중위
748,2194,중위
600,2371,상위
527,1592,중위
594,2483,최상위
795,1941,중위
773,2283,중위
534,1881,상위
620,1938,중위
758,2542,상위
592,1356,중위
696,1897,중위
785,2707,상위
757,1754,중위
682,1701,중위
640,1878,중위
615,2585,최상위
683,2785,최상위
577,1044,하위
683,2665,상위
677,2013,중위
534,1493,중위
760,1036,극빈층
531,1647,중위
520,2917,최상위
647,1068,하위
634,1665,중위
715,1812,중위
695,1178,하위
636,1129,하위
677,1737,중위
505,1103,중위
519,2035,상위
704,1194,하위
562,1555,중위
794,2083,중위
541,2938,최상위
751,1524,중위
778,1372,하위
700,1381,하위
791,1038,극빈층
651,2249,상위
676,2402,상위
787,2016,중위
588,1545,중위
778,2646,상위
535,1497,중위
615,2441,상위
515,1670,중위
663,1031,하위
737,2068,중위
718,2039,중위
548,1026,하위
741,1497,중위
775,2826,상위
703,1912,중위
658,2968,최상위
747,1899,중위
751,2085,중위
634,2759,최상위
797,2149,중위
593,2748,최상위
613,2292,상위
774,2613,상위
574,2120,상위
722,2051,중위
725,2363,중위
675,1174,하위
660,2752,최상위
732,2806,상위
720,1008,극빈층
578,1187,중위
771,1113,하위
637,2714,최상위
696,1510,중위
738,1699,중위
507,2404,최상위
678,2197,중위
603,1484,중위
667,2005,중위
552,2998,최상위
621,1656,중위
703,2704,상위
701,2787,상위
569,1483,중위
685,1580,중위
626,1604,중위
798,1047,극빈층
650,1942,중위
778,2511,중위
725,2287,중위
693,1466,중위
675,1226,하위
796,2397,중위
626,2906,최상위
778,2316,중위
553,1767,중위
635,2123,상위
730,2587,상위
556,1094,하위
512,2312,최상위
666,1513,중위
573,2988,최상위
618,1287,중위
551,1590,중위
533,2133,최상위
670,1558,중위
514,2245,최상위
517,1516,중위
583,1549,중위
729,2629,상위
748,1779,중위
555,1905,상위
741,1389,하위
677,1485,중위
742,2805,상위
645,2972,최상위
736,1643,중위
726,2385,중위
568,1405,중위
634,1440,중위
630,2494,상위
736,1604,중위
647,2049,중위
528,2552,최상위
591,1160,하위
619,1595,중위
632,1492,중위
698,1422,중위
660,2586,상위
675,1667,중위
788,2574,중위
780,1753,중위
791,2067,중위
660,1289,하위
539,2194,최상위
707,2863,최상위
569,2005,상위
506,1385,중위
782,1826,중위
518,2093,최상위
725,1200,하위
502,1710,상위
716,2504,상위
550,2536,최상위
722,2094,중위
776,1499,하위
744,2578,상위
610,1526,중위
661,1854,중위
640,1695,중위
565,2525,최상위
579,1659,중위
720,2121,중위
766,1402,하위
633,1414,중위
716,2763,상위
664,1422,중위
681,1694,중위
564,2343,최상위
659,2006,중위
753,2454,중위
517,1072,중위
681,1426,중위
703,2613,상위
590,1806,중위
725,1156,하위
789,1568,하위
650,1324,중위
690,2164,중위
523,2755,최상위
598,2019,상위
734,1240,하위
568,2406,최상위
742,2184,중위
691,2495,상위
518,2248,최상위
693,1989,중위
505,2593,최상위
593,1049,하위
625,2184,상위
643,1794,중위
582,2609,최상위
678,1055,하위
706,1849,중위
504,1290,중위
670,2637,상위
719,1349,하위
656,1820,중위
736,1301,하위
723,2345,중위
751,2578,상위
664,2904,최상위
793,2941,상위
671,1137,하위
564,2812,최상위
527,1338,중위
656,1706,중위
654,2162,중위
667,1975,중위
510,2465,최상위
553,1517,중위
687,1474,중위
782,1726,중위
568,2441,최상위
789,1468,하위
516,2053,상위
593,1491,중위
636,2704,최상위
765,2892,상위
773,1589,중위
688,1893,중위
519,2228,최상위
535,2607,최상위
699,1733,중위
633,2563,최상위
779,1313,하위
521,2826,최상위
507,1506,중위
559,2717,최상위
523,2838,최상위
742,2839,상위
682,1564,중위
559,2219,상위
771,2704,상위
769,2117,중위
778,2954,상위
787,2092,중위
621,2892,최상위
622,1730,중위
579,2273,상위
784,1089,극빈층
726,1372,하위
550,2440,최상위
733,2355,중위
729,1550,중위
634,1156,하위
627,1475,중위
599,1599,중위
751,1258,하위
764,1822,중위
514,2077,최상위
647,2226,상위
689,1830,중위
669,2282,상위
594,2548,최상위
518,2925,최상위
626,1886,중위
545,2775,최상위
596,1920,중위
516,1605,중위
794,2433,중위
574,2283,상위
792,2567,중위
724,2287,중위
581,1324,중위
548,1320,중위
741,2016,중위
635,2191,상위
713,1156,하위
530,1338,중위
680,1763,중위
588,1140,하위
569,2250,상위
519,2533,최상위
740,2550,상위
686,1394,중위
530,1855,상위
784,2867,상위
596,2752,최상위
666,1779,중위
616,2455,상위
650,2409,상위
580,1419,중위
563,1682,중위
577,2852,최상위
693,1316,하위
688,1173,하위
605,1880,중위
714,1789,중위
628,1003,하위
710,1855,중위
598,2842,최상위
514,2626,최상위
624,2603,최상위
594,2735,최상위
778,1285,하위
651,1146,하위
770,2346,중위
684,2560,상위
673,2627,상위
721,1275,하위
686,2000,중위
517,1364,중위
728,1106,하위
658,2112,중위
776,1379,하위
588,1844,중위
540,1203,중위
520,1261,중위
541,1120,중위
609,1569,중위
676,1870,중위
639,1267,하위
785,2250,중위
686,2286,중위
768,1991,중위
654,2387,상위
703,1360,하위
654,2296,상위
743,2687,상위
657,1956,중위
747,2100,중위
743,1231,하위
629,2236,상위
501,2028,최상위
731,2420,중위
646,1114,하위
531,2217,최상위
523,1720,중위
638,2125,중위
505,2317,최상위
592,1956,중위
523,1158,중위
677,1884,중위
754,1496,하위
584,1823,중위
650,2254,상위
524,1542,중위
644,2672,최상위
631,1269,중위
676,2779,최상위
724,1872,중위
689,2880,최상위
715,2326,중위
786,2598,중위
539,2811,최상위
567,2013,상위
759,2987,상위
709,1365,하위
574,2178,상위
690,1373,하위
567,1395,중위
648,2947,최상위
500,1947,상위
636,1646,중위
710,2575,상위
669,1166,하위
543,2943,최상위
663,2638,상위
727,1332,하위
572,1268,중위
582,2488,최상위
537,1077,중위
799,2098,중위
715,1295,하위
524,1647,중위
734,2167,중위
522,1059,중위
547,1651,중위
787,2543,중위
672,2850,최상위
720,1777,중위
529,2573,최상위
568,1001,하위
505,1330,중위
554,1296,중위
607,2347,상위
505,2662,최상위
706,2024,중위
665,1862,중위
553,1656,중위
585,2661,최상위
689,2836,최상위
560,2116,상위
511,1390,중위
706,2064,중위
791,2498,중위
524,2169,최상위
630,2168,상위
587,2708,최상위
537,1462,중위
784,1205,하위
585,1979,상위
761,1654,중위
662,1690,중위
607,1017,하위
667,1844,중위
561,2951,최상위
799,2434,중위
561,2540,최상위
561,1283,중위
507,1702,상위
662,1536,중위
689,1147,하위
525,1779,상위
506,2064,최상위
770,2119,중위
709,1979,중위
569,2576,최상위
793,1117,극빈층
545,1427,중위
664,1582,중위
794,1779,중위
756,2224,중위
743,2641,상위
785,2434,중위
710,1668,중위
702,1554,중위
544,1549,중위
592,1272,중위
557,2550,최상위
689,1086,하위
666,1317,하위
662,1249,하위
595,1322,중위
709,1673,중위
632,1654,중위
532,2153,최상위
588,1882,중위
562,2623,최상위
650,1558,중위
774,1436,하위
788,2460,중위
602,1202,하위
584,2288,상위
741,2390,중위
694,2447,상위
744,2831,상위
561,1322,중위
721,1988,중위
588,1293,중위
534,1753,중위
670,1889,중위
651,2855,최상위
561,1427,중위
634,2099,중위
760,2452,중위
573,1213,중위
594,2158,상위
603,1051,하위
585,2400,최상위
784,2555,중위
583,2282,상위
514,2283,최상위
724,1100,하위
540,2713,최상위
633,1423,중위
500,2262,최상위
738,2421,중위
574,1112,하위
724,2305,중위
687,1460,중위
760,2708,상위
601,1388,중위
639,2528,상위
680,2814,최상위
582,1305,중위
542,1424,중위
643,2734,최상위
503,2100,최상위
671,2597,상위
754,2915,상위
728,1920,중위
549,1700,중위
743,2980,최상위
508,1071,중위
787,2710,상위
653,1515,중위
663,1552,중위
752,2101,중위
777,1012,극빈층
562,1166,중위
604,2742,최상위
756,2727,상위
637,2190,상위
690,1448,중위
759,2546,상위
718,1197,하위
654,1938,중위
533,2923,최상위
571,2066,상위
737,1298,하위
771,1139,하위
689,1482,중위
527,2082,상위
712,1026,하위
760,1958,중위
761,2902,상위
580,2177,상위
560,2460,최상위
557,1798,중위
624,1536,중위
740,2416,중위
545,2467,최상위
606,2086,상위
655,1756,중위
583,2607,최상위
799,2917,상위
683,1274,하위
788,2936,상위
653,1816,중위
567,1297,중위
629,1309,중위
623,2725,최상위
541,1118,중위
512,2146,최상위
677,1905,중위
766,2459,중위
571,1878,중위
547,1793,중위
729,1379,하위
600,1511,중위
690,1776,중위
647,2952,최상위
767,1290,하위
575,2682,최상위
600,1759,중위
655,1142,하위
786,1909,중위
623,2542,최상위
566,1809,중위
595,2817,최상위
682,2013,중위
626,2406,상위
779,1012,극빈층
640,1713,중위
545,1417,중위
668,1652,중위
540,2324,최상위
630,2723,최상위
648,2433,상위
607,1283,중위
708,2251,중위
703,1828,중위
770,2320,중위
638,2352,상위
519,2648,최상위
520,1560,중위
715,2675,상위
662,1516,중위
755,2974,상위
574,1660,중위
714,1161,하위
715,2516,상위
541,2212,최상위
676,2812,최상위
783,2949,상위
728,1724,중위
504,2094,최상위
751,2139,중위
529,1383,중위
645,2556,상위
568,2450,최상위
791,2464,중위
798,2715,상위
798,2522,중위
660,1989,중위
539,1898,상위
576,1275,중위
731,2291,중위
567,1104,하위
784,1562,하위
757,1085,하위
646,1806,중위
790,1572,하위
642,1202,하위
705,2967,최상위
660,1886,중위
620,2019,중위
792,2653,상위
615,1709,중위
701,2604,상위
736,2205,중위
674,2625,상위
663,2876,최상위
623,2525,최상위
668,2662,상위
663,2012,중위
509,1978,상위
758,2947,상위
747,1853,중위
664,2397,상위
755,1776,중위
533,2453,최상위
500,1161,중위
786,2834,상위
800,2240,중위
558,1890,상위
613,2741,최상위
527,2158,최상위
721,1716,중위
725,1953,중위
630,1753,중위
741,1608,중위
737,1328,하위
740,2551,상위
510,1514,중위
686,1828,중위
516,2576,최상위
543,1903,상위
779,2944,상위
524,2216,최상위
735,1527,중위
652,1808,중위
518,1492,중위
674,1816,중위
620,2323,상위
563,2361,최상위
748,2412,중위
681,1184,하위
726,2849,상위
648,2990,최상위
536,2003,상위
730,2378,중위
706,2470,상위
507,1655,중위
616,2945,최상위
539,1694,중위
518,2288,최상위
733,2574,상위
770,2654,상위
544,2544,최상위
603,2884,최상위
623,1133,하위
621,2053,중위
542,1381,중위
797,1232,하위
700,1516,중위
530,2570,최상위
547,2914,최상위
554,2827,최상위
656,1463,중위
634,2743,최상위
635,2529,상위
677,2984,최상위
523,2986,최상위
527,2814,최상위
531,1307,중위
599,1357,중위
583,1071,하위
551,2139,상위
654,2516,상위
661,1056,하위
524,2954,최상위
536,1445,중위
642,2889,최상위
787,2509,중위
531,1625,중위
637,1042,하위
723,1491,중위
521,2472,최상위
565,2559,최상위
561,2785,최상위
566,1383,중위
789,1657,중위
653,2510,상위
756,2813,상위
726,1751,중위
613,2542,최상위
736,2667,상위
796,2458,중위
755,2632,상위
551,2092,상위
630,2761,최상위
540,1162,중위
555,2262,최상위
673,2811,최상위
777,2335,중위
594,2876,최상위
700,2341,상위
590,2748,최상위
543,1121,중위
647,2573,상위
633,2354,상위
547,1557,중위
684,2158,중위
582,2444,최상위
617,1153,하위
562,2748,최상위
740,1950,중위
738,1232,하위
736,2309,중위
784,2458,중위
531,2414,최상위
536,2707,최상위
746,1675,중위
607,2796,최상위
642,2492,상위
677,2481,상위
566,1877,중위
511,1228,중위
779,1567,중위
556,2245,최상위
741,2742,상위
627,1772,중위
614,1209,하위
529,1651,중위
740,1764,중위
755,1164,하위
799,1634,중위
552,1206,중위
613,2781,최상위
566,1038,하위
715,2342,중위
630,1209,하위
790,2411,중위
521,2156,최상위
644,1048,하위
710,2128,중위
774,1021,극빈층
613,1769,중위
784,2166,중위
617,2287,상위
729,1833,중위
786,1633,중위
521,2493,최상위
502,2691,최상위
616,2153,상위
701,2964,최상위
691,2176,중위
670,1622,중위
579,1515,중위
756,2360,중위
658,1748,중위
683,1128,하위
727,2999,최상위
544,2011,상위
641,1806,중위
686,2083,중위
516,2705,최상위
798,1008,극빈층
515,1453,중위
546,2586,최상위
732,2327,중위
666,1792,중위
562,1893,상위
582,1875,중위
624,1517,중위
620,1591,중위
589,1409,중위
757,1418,하위
717,1952,중위
650,2137,중위
567,2325,최상위
612,2554,최상위
579,1981,상위
796,1750,중위
616,1279,중위
641,1335,중위
502,2220,최상위
688,2786,최상위
634,1136,하위
796,1790,중위
715,2171,중위
565,1054,하위
777,2851,상위
618,1573,중위
732,2053,중위
658,2729,최상위
648,1760,중위
541,2624,최상위
709,2693,상위
669,2948,최상위
750,1524,중위
694,1109,하위
570,2358,최상위
735,1562,중위
716,2866,최상위
611,1853,중위
634,3000,최상위
766,2350,중위
636,1596,중위
506,2863,최상위
664,1253,하위
760,2186,중위
559,1127,중위
607,2629,최상위
576,2367,최상위
753,1926,중위
590,2539,최상위
729,1706,중위
503,1904,상위
783,1686,중위
706,2850,최상위
710,2571,상위
644,2041,중위
525,1805,상위
674,2888,최상위
579,1477,중위
659,2612,상위
557,2035,상위
644,1061,하위
549,2183,상위
627,2867,최상위
647,2363,상위
746,1631,중위
670,2299,상위
530,1568,중위
712,2590,상위
601,2610,최상위
634,1258,하위
597,2932,최상위
640,1932,중위
730,1067,하위
621,2847,최상위
578,2306,상위
643,1599,중위
687,2437,상위
658,1040,하위
703,1983,중위
789,2632,상위
550,1851,상위
581,2487,최상위
526,2701,최상위
665,2952,최상위
538,2258,최상위
671,1162,하위
775,2806,상위
791,2673,상위
756,1017,극빈층
697,1125,하위
709,2911,최상위
758,1087,하위
737,1497,중위
708,1034,하위
538,1318,중위
549,1644,중위
541,2149,상위
791,2385,중위
616,2011,중위
739,2767,상위
653,1119,하위
691,2069,중위
644,1207,하위
610,2659,최상위
786,1145,하위
609,2253,상위
683,1800,중위
510,2197,최상위
548,1118,중위
691,1928,중위
530,1293,중위
514,1498,중위
751,1596,중위
520,1641,중위
618,2115,상위
728,2235,중위
584,2522,최상위
756,1833,중위
629,2879,최상위
746,1070,하위
546,2152,상위
729,1413,하위
786,2550,중위
603,1753,중위
656,1915,중위
590,2163,상위
648,2636,최상위
765,2268,중위
555,2676,최상위
657,2921,최상위
730,1761,중위
641,1198,하위
573,1965,상위
602,1640,중위
683,2334,상위
659,2451,상위
571,1289,중위
734,1334,하위
755,2113,중위
784,2752,상위
684,1483,중위
692,2080,중위
562,1664,중위
506,2995,최상위
671,2095,중위
590,1019,하위
653,2128,중위
637,1465,중위
685,2218,중위
761,1717,중위
686,1540,중위
550,2627,최상위
569,1845,중위
548,1856,상위
574,2230,상위
718,1220,하위
573,2122,상위
514,1281,중위
751,2484,중위
504,2344,최상위
774,1366,하위
642,2934,최상위
762,2821,상위
693,1181,하위
533,1644,중위
540,1180,중위
512,1717,상위
539,2180,최상위
514,1077,중위
571,1131,하위
540,2977,최상위
556,2474,최상위
764,1075,극빈층
777,2421,중위
554,1422,중위
540,2476,최상위
674,1551,중위
550,1764,중위
727,2565,상위
535,1764,중위
537,2764,최상위
775,1614,중위
551,1939,상위
581,2352,최상위
552,2466,최상위
537,1375,중위
567,1865,중위
793,2330,중위
649,2516,상위
615,2088,상위
525,2715,최상위
683,2582,상위
752,2965,상위
629,1699,중위
594,2215,상위
505,2500,최상위
607,2458,최상위
794,1849,중위
530,2868,최상위
612,1890,중위
799,1138,극빈층
579,1198,중위
756,1217,하위
684,2509,상위
624,1639,중위
631,1902,중위
607,2787,최상위
524,2176,최상위
603,1622,중위
725,2574,상위
731,2063,중위
540,2755,최상위
710,1033,하위
735,1491,중위
732,2291,중위
527,1949,상위
586,1779,중위
640,2850,최상위
698,2456,상위
738,1704,중위
555,1264,중위
584,2800,최상위
785,2233,중위
601,1510,중위
585,1353,중위
597,2103,상위
717,2005,중위
687,2018,중위
754,2172,중위
505,2247,최상위
572,2936,최상위
578,2131,상위
679,2833,최상위
635,2337,상위
514,2286,최상위
658,2124,중위
639,2736,최상위
628,1266,중위
510,1962,상위
620,2353,상위
568,1607,중위
507,2408,최상위
739,1302,하위
633,2373,상위
636,1557,중위
659,2814,최상위
715,1767,중위
588,1203,중위
741,2877,상위
720,2120,중위
726,2276,중위
641,2465,상위
714,2793,상위
656,1122,하위
594,2685,최상위
696,1047,하위
783,1288,하위
671,1595,중위
725,1448,하위
554,1475,중위
566,1073,하위
681,2442,상위
800,1587,하위
508,1003,하위
794,2275,중위
553,2431,최상위
766,2892,상위
504,1047,중위
570,2223,상위
515,2250,최상위
554,1364,중위
545,1623,중위
561,2168,상위
692,2567,상위
620,2045,중위
757,1276,하위
614,2623,최상위
726,1589,중위
694,2169,중위
576,1867,중위
650,1937,중위
725,2780,상위
722,2879,상위
658,2002,중위
624,1332,중위
671,2177,중위
555,2253,최상위
563,2244,상위
518,1527,중위
649,2872,최상위
670,1270,하위
702,1502,중위
622,1673,중위
713,1691,중위
784,2092,중위
528,1384,중위
580,1685,중위
586,1932,중위
538,2614,최상위
517,2457,최상위
575,2645,최상위
769,2394,중위
727,1762,중위
698,1254,하위
756,2116,중위
564,2709,최상위
668,1425,중위
667,1283,하위
744,1263,하위
645,1276,하위
513,1356,중위
603,1858,중위
531,2638,최상위
720,2294,중위
779,2008,중위
680,1283,하위
570,1114,하위
655,2998,최상위
522,2873,최상위
524,2288,최상위
565,2226,상위
671,2642,상위
566,1228,중위
661,1903,중위
567,2079,상위
799,2039,중위
764,2270,중위
588,1572,중위
752,2883,상위
546,2776,최상위
799,1708,중위
792,1414,하위
550,2326,최상위
525,1338,중위
511,2265,최상위
512,1109,중위
627,1193,하위
674,2756,최상위
786,1111,극빈층
618,2685,최상위
751,1769,중위
790,2904,상위
537,1355,중위
658,1018,하위
772,1617,중위
502,2851,최상위
732,1824,중위
577,1952,상위
633,1803,중위
517,1804,상위
727,2107,중위
656,2421,상위
706,1239,하위
682,2158,중위
535,1402,중위
784,1622,중위
685,1974,중위
590,2421,최상위
681,1528,중위
676,2368,상위
626,2372,상위
520,2125,최상위
619,1889,중위
565,2870,최상위
645,1242,하위
768,2826,상위
573,2589,최상위
758,1113,하위
768,1107,하위
638,2453,상위
572,2439,최상위
509,2259,최상위
581,1112,하위
569,1288,중위
514,2433,최상위
684,2619,상위
506,1964,상위
766,2635,상위
544,1705,중위
548,1229,중위
555,2297,최상위
511,1337,중위
741,1508,중위
621,1487,중위
724,1251,하위
642,2544,상위
539,2089,상위
578,2867,최상위
703,1069,하위
637,2430,상위
622,1581,중위
660,2557,상위
506,2894,최상위
573,1938,상위
780,2927,상위
570,2405,최상위
755,2318,중위
730,2460,상위
557,2498,최상위
766,2987,상위
740,2740,상위
789,2815,상위
542,1138,중위
595,2726,최상위
684,1680,중위
505,1449,중위
679,1929,중위
505,2920,최상위
611,1259,중위
730,2839,상위
575,2798,최상위
641,1110,하위
571,2868,최상위
682,1628,중위
602,2417,최상위
728,1764,중위
604,1829,중위
549,1711,중위
753,2446,중위
675,1966,중위
770,1489,하위
555,1958,상위
594,2106,상위
623,2507,최상위
676,1501,중위
717,2943,최상위
559,1238,중위
567,1778,중위
622,1829,중위
780,1884,중위
723,1046,하위
674,1356,중위
557,1878,상위
544,2552,최상위
771,2176,중위
523,2016,상위
671,2361,상위
511,1948,상위
608,1390,중위
500,1089,중위
519,1232,중위
775,2287,중위
743,1975,중위
571,1346,중위
625,2919,최상위
645,1255,하위
666,2262,상위
535,1858,상위
795,1147,하위
574,1181,중위
792,2912,상위
525,2925,최상위
648,2252,상위
785,1327,하위
617,2947,최상위
690,1229,하위
537,2127,상위
704,2553,상위
545,1064,하위
536,1717,중위
521,1489,중위
720,1396,하위
674,1899,중위
568,2480,최상위
622,2883,최상위
541,2300,최상위
516,2795,최상위
798,1433,하위
572,2459,최상위
578,1058,하위
574,1183,중위
542,1284,중위
754,1061,극빈층
582,2025,상위
587,1156,하위
664,2898,최상위
527,2951,최상위
660,1405,중위
586,2450,최상위
706,2997,최상위
588,1344,중위
690,2654,상위
671,2763,최상위
761,1438,하위
800,2619,중위
717,1066,하위
746,1499,중위
637,1271,하위
669,2310,상위
533,2062,상위
697,2762,상위
641,1165,하위
672,1128,하위
753,2879,상위
731,2701,상위
682,1753,중위
794,2250,중위
586,2141,상위
593,2363,상위
565,2415,최상위
672,1556,중위
577,1091,하위
549,1568,중위
774,2951,상위
592,2256,상위
537,1222,중위
711,1137,하위
660,2427,상위
796,2761,상위
595,1576,중위
614,2036,중위
633,2618,최상위
795,1698,중위
678,2023,중위
688,2085,중위
651,1086,하위
516,2210,최상위
737,1105,하위
575,1832,중위
791,1691,중위
637,2709,최상위
722,1059,하위
779,1886,중위
592,2851,최상위
614,1236,중위
584,2167,상위
731,2743,상위
645,1426,중위
652,2238,상위
775,1958,중위
642,2088,중위
641,2177,상위
771,2637,상위
693,2427,상위
763,2366,중위
672,1435,중위
747,1219,하위
674,2186,중위
675,2954,최상위
651,1797,중위
785,1315,하위
602,2881,최상위
669,1735,중위
533,1137,중위
666,2250,상위
619,2926,최상위
774,1754,중위
693,1049,하위
542,2376,최상위
670,1054,하위
796,2597,중위
684,2741,최상위
513,1387,중위
601,2463,최상위
522,2236,최상위
775,1349,하위
670,2083,중위
509,2158,최상위
592,2310,상위
607,1891,중위
508,1655,중위
500,2773,최상위
615,2630,최상위
645,1580,중위
522,1279,중위
750,2007,중위
538,1170,중위
603,1205,하위
623,2190,상위
567,2601,최상위
665,2687,최상위
789,1112,극빈층
651,1205,하위
740,1524,중위
659,2165,중위
794,1640,중위
793,2835,상위
558,1704,중위
584,1496,중위
699,1528,중위
507,2831,최상위
765,2370,중위
617,1711,중위
516,2749,최상위
795,2134,중위
530,1328,중위
678,2712,최상위
734,1117,하위
705,2843,최상위
650,2278,상위
590,1612,중위
765,1920,중위
685,2413,상위
712,2604,상위
727,1491,중위
660,1739,중위
594,2162,상위
652,2625,최상위
768,1878,중위
630,1909,중위
726,2232,중위
605,1817,중위
574,1608,중위
699,2837,최상위
780,1714,중위
797,1141,하위
757,2464,중위
583,1448,중위
797,2903,상위
644,2849,최상위
554,1063,하위
768,2723,상위
765,2649,상위
619,2434,상위
747,1394,하위
784,2764,상위
667,2756,최상위
763,2243,중위
749,1815,중위
586,2258,상위
765,1184,하위
637,2074,중위
536,2042,상위
793,1229,하위
595,2674,최상위
591,2600,최상위
592,1682,중위
794,2854,상위
677,1906,중위
791,1480,하위
632,1774,중위
528,2136,최상위
721,2170,중위
669,2731,최상위
590,1789,중위
789,1481,하위
777,1906,중위
603,1245,중위
756,2418,중위
715,1565,중위
789,2309,중위
511,1729,상위
794,2463,중위
517,1601,중위
746,2641,상위
534,2604,최상위
762,1010,극빈층
669,1465,중위
513,1505,중위
720,2312,중위
665,2391,상위
722,2550,상위
610,2486,최상위
714,2115,중위
564,2228,상위
711,2538,상위
748,2552,상위
713,1590,중위
758,2259,중위
773,1434,하위
684,2562,상위
620,1369,중위
761,2521,중위
706,1680,중위
558,1150,중위
574,2200,상위
684,2728,상위
719,1507,중위
794,2940,상위
653,2218,상위
640,2665,최상위
510,2907,최상위
528,1955,상위
682,1973,중위
607,2308,상위
674,1794,중위
721,2410,상위
670,2243,상위
713,2608,상위
559,2903,최상위
751,1870,중위
735,2403,중위
699,1856,중위
629,1544,중위
512,1261,중위
742,1635,중위
747,1060,극빈층
786,1369,하위
776,1408,하위
624,1074,하위
732,1344,하위
534,1002,하위
631,2057,중위
593,2350,상위
649,2263,상위
734,1003,극빈층
580,1029,하위
590,2454,최상위
727,2055,중위
793,2010,중위
535,1172,중위
643,1896,중위
588,1813,중위
568,1420,중위
739,1543,중위
515,1281,중위
645,2067,중위
590,1653,중위
649,2422,상위
771,1691,중위
572,1784,중위
781,1047,극빈층
634,2737,최상위
580,1562,중위
529,1818,상위
710,2674,상위
671,2709,최상위
794,1017,극빈층
633,2957,최상위
779,1896,중위
518,2263,최상위
687,2857,최상위
523,1688,중위
524,1495,중위
778,1862,중위
526,2987,최상위
537,2701,최상위
548,1148,중위
745,2521,상위
747,1449,하위
789,2556,중위
684,2592,상위
521,1364,중위
553,1368,중위
569,1073,하위
666,2931,최상위
554,1733,중위
510,1482,중위
667,2767,최상위
720,1763,중위
739,2831,상위
539,2227,최상위
580,2380,최상위
743,2873,상위
790,1663,중위
549,1898,상위
639,2075,중위
658,1910,중위
647,1548,중위
593,1482,중위
528,1283,중위
661,2698,최상위
733,2517,상위
765,2893,상위
619,2299,상위
716,3000,최상위
628,1667,중위
571,1381,중위
544,1054,하위
780,1477,하위
722,1111,하위
589,2642,최상위
673,1266,하위
523,2113,최상위
526,1364,중위
768,1749,중위
509,2989,최상위
536,1504,중위
616,2478,최상위
754,1763,중위
500,2568,최상위
558,1205,중위
699,2744,상위
541,2070,상위
756,2240,중위
728,2468,상위
574,2812,최상위
687,2457,상위
629,1333,중위
597,1563,중위
620,2502,최상위
576,2381,최상위
754,1566,중위
549,1031,하위
557,2064,상위
637,2299,상위
635,2540,최상위
505,1645,중위
522,1972,상위
512,1737,상위
762,1088,극빈층
577,2748,최상위
751,1046,극빈층
655,2603,상위
530,2200,최상위
523,1762,상위
636,1571,중위
546,2228,최상위
574,2372,최상위
508,1301,중위
780,1105,극빈층
533,1274,중위
661,2290,상위
533,2954,최상위
522,1113,중위
532,1628,중위
694,2377,상위
563,1311,중위
772,2632,상위
522,2083,상위
791,1976,중위
683,1175,하위
650,1002,하위
628,1171,하위
778,1819,중위
558,1480,중위
769,1184,하위
706,2704,상위
659,2397,상위
695,2077,중위
661,1179,하위
579,2937,최상위
630,2971,최상위
742,2288,중위
668,1478,중위
775,1370,하위
689,2045,중위
503,2541,최상위
773,1822,중위
504,1426,중위
640,2938,최상위
692,1640,중위
794,1562,하위
690,1039,하위
569,1743,중위
727,1746,중위
596,1896,중위
668,1735,중위
741,1967,중위
712,2334,중위
654,2733,최상위
554,1762,중위
541,2324,최상위
617,2634,최상위
601,2975,최상위
774,1431,하위
510,1762,상위
672,1176,하위
559,2277,최상위
553,1503,중위
764,1248,하위
700,2410,상위
649,2718,최상위
679,2311,상위
698,2625,상위
787,1589,중위
782,2271,중위
549,2704,최상위
799,1316,하위
742,2899,상위
704,2540,상위
640,2320,상위
699,2999,최상위
704,2073,중위
732,2505,상위
511,2904,최상위
525,1809,상위
582,2611,최상위
794,2898,상위
651,2554,상위
548,2432,최상위
734,1580,중위
575,1703,중위
576,2126,상위
543,2858,최상위
513,2345,최상위
558,1258,중위
784,2350,중위
666,1675,중위
589,2575,최상위
683,1712,중위
545,1069,하위
604,1656,중위
562,2018,상위
674,2530,상위
521,1302,중위
644,1051,하위
520,1229,중위
725,1697,중위
675,2497,상위
690,1419,중위
778,1421,하위
714,1341,하위
547,1830,상위
718,1715,중위
552,1847,상위
569,1388,중위
648,1734,중위
